variant,variant_key,case_id,case_order,domain,scc_id,scc_size,scc_bin,template,invalid,root_at_3,risk_any,risk_all,risk_coverage,compression,core_size,result_file
Full SA-MCGS (locked main),full-sa-mcgs-locked,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,large (20-34),cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.5,0.55,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/36_cuad20_scc_28_condition_trigger__full-sa-mcgs-locked.json
Monotone core (replay),monotone-core,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,large (20-34),cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,1.0,0.65,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/36_cuad20_scc_28_condition_trigger__monotone-core.json
No OC/core signal (replay),no-oc-core-signal,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,large (20-34),cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.5,0.55,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/36_cuad20_scc_28_condition_trigger__no-oc-core-signal.json
No pair closure in final core (replay),no-pair-closure-final-core,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,large (20-34),cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.5,0.55,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/36_cuad20_scc_28_condition_trigger__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,large (20-34),cuad_handoff_invariant_payment_status_critical,False,True,True,True,1.0,0.55,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/37_cuad20_scc_28_handoff_invariant__full-sa-mcgs-locked.json
Monotone core (replay),monotone-core,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,large (20-34),cuad_handoff_invariant_payment_status_critical,False,True,True,True,1.0,0.65,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/37_cuad20_scc_28_handoff_invariant__monotone-core.json
No OC/core signal (replay),no-oc-core-signal,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,large (20-34),cuad_handoff_invariant_payment_status_critical,False,True,True,True,1.0,0.55,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/37_cuad20_scc_28_handoff_invariant__no-oc-core-signal.json
No pair closure in final core (replay),no-pair-closure-final-core,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,large (20-34),cuad_handoff_invariant_payment_status_critical,False,True,True,True,1.0,0.55,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/37_cuad20_scc_28_handoff_invariant__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,large (20-34),cuad_temporal_notice_receipt_gate_critical,False,True,True,True,1.0,0.55,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/38_cuad20_scc_28_temporal_gate__full-sa-mcgs-locked.json
Monotone core (replay),monotone-core,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,large (20-34),cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.5,0.9,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/38_cuad20_scc_28_temporal_gate__monotone-core.json
No OC/core signal (replay),no-oc-core-signal,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,large (20-34),cuad_temporal_notice_receipt_gate_critical,False,True,True,True,1.0,0.55,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/38_cuad20_scc_28_temporal_gate__no-oc-core-signal.json
No pair closure in final core (replay),no-pair-closure-final-core,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,large (20-34),cuad_temporal_notice_receipt_gate_critical,False,True,True,True,1.0,0.55,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/38_cuad20_scc_28_temporal_gate__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,18,medium (12-18),sec_handoff_invariant_control_basis_critical,False,True,True,True,1.0,0.5,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__full-sa-mcgs-locked.json
Monotone core (replay),monotone-core,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,18,medium (12-18),sec_handoff_invariant_control_basis_critical,False,True,True,True,1.0,0.7222222222222222,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__monotone-core.json
No OC/core signal (replay),no-oc-core-signal,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,18,medium (12-18),sec_handoff_invariant_control_basis_critical,False,True,True,True,1.0,0.5,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__no-oc-core-signal.json
No pair closure in final core (replay),no-pair-closure-final-core,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,18,medium (12-18),sec_handoff_invariant_control_basis_critical,False,True,True,True,1.0,0.5,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,18,medium (12-18),sec_temporal_quarter_close_gate_critical,False,True,True,True,1.0,0.5,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/40_sec_ex2118_scc_7_temporal_gate__full-sa-mcgs-locked.json
Monotone core (replay),monotone-core,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,18,medium (12-18),sec_temporal_quarter_close_gate_critical,False,True,True,True,1.0,0.7222222222222222,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/40_sec_ex2118_scc_7_temporal_gate__monotone-core.json
No OC/core signal (replay),no-oc-core-signal,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,18,medium (12-18),sec_temporal_quarter_close_gate_critical,False,True,True,True,1.0,0.5,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/40_sec_ex2118_scc_7_temporal_gate__no-oc-core-signal.json
No pair closure in final core (replay),no-pair-closure-final-core,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,18,medium (12-18),sec_temporal_quarter_close_gate_critical,False,True,True,True,1.0,0.5,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_core_replay_main40_20260711/results/40_sec_ex2118_scc_7_temporal_gate__no-pair-closure-final-core.json
