original_path	archived_path	reason
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_handoff_invariant_critical_b60_1778860253.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_handoff_invariant_critical_b60_1778860253.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_handoff_invariant_critical_b60_1778860452.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_handoff_invariant_critical_b60_1778860452.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_handoff_invariant_critical_b60_1778860452.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_handoff_invariant_critical_b60_1778860452.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_handoff_invariant_critical_b60_1778859478.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_handoff_invariant_critical_b60_1778859478.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_handoff_invariant_critical_b60_1778859478.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_handoff_invariant_critical_b60_1778859478.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_handoff_invariant_critical_b60_1778859478.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_handoff_invariant_critical_b60_1778859478.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_handoff_invariant_critical_b60_1778859478.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_handoff_invariant_critical_b60_1778859478.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_temporal_gate_critical_b60_1778860281.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_temporal_gate_critical_b60_1778860281.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_temporal_gate_critical_b60_1778860281.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_temporal_gate_critical_b60_1778860281.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_temporal_gate_critical_b60_1778860466.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_temporal_gate_critical_b60_1778860466.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_temporal_gate_critical_b60_1778860466.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_temporal_gate_critical_b60_1778860466.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_temporal_gate_critical_b60_1778859478.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_temporal_gate_critical_b60_1778859478.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_temporal_gate_critical_b60_1778859478.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_temporal_gate_critical_b60_1778859478.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_temporal_gate_critical_b60_1778859478.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_temporal_gate_critical_b60_1778859478.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_temporal_gate_critical_b60_1778859478.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_temporal_gate_critical_b60_1778859478.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/criticalledger_v2_b60_severity_grid_status.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/criticalledger_v2_b60_severity_grid_status.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_ledger_smoke_cuad18_dm_b8_1778858796.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_ledger_smoke_cuad18_dm_b8_1778858796.json	critical ledger smoke run; diagnostic only
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_ledger_smoke_cuad18_dm_b8_1778858796.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_ledger_smoke_cuad18_dm_b8_1778858796.partial.json	critical ledger smoke run; diagnostic only
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_ledger_smoke_cuad18_dm_b8_net_1778859012.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_ledger_smoke_cuad18_dm_b8_net_1778859012.json	critical ledger smoke run; diagnostic only
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_ledger_smoke_cuad18_dm_b8_net_1778859012.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_ledger_smoke_cuad18_dm_b8_net_1778859012.partial.json	critical ledger smoke run; diagnostic only
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_critical_b60_1778838788.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_critical_b60_1778838788.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_critical_b60_1778838788.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_critical_b60_1778838788.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_standard_b60_1778838727.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_condition_trigger_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_standard_b60_1778838727.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_standard_b60_1778838727.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_condition_trigger_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_standard_b60_1778838727.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_severe_b60_1778838756.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_condition_trigger_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_severe_b60_1778838756.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_severe_b60_1778838756.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_condition_trigger_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_condition_trigger_severe_b60_1778838756.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_critical_b60_1778838165.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_critical_b60_1778838165.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_critical_b60_1778838165.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_critical_b60_1778838165.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_standard_b60_1778837918.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_direct_mutex_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_standard_b60_1778837918.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_standard_b60_1778837918.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_direct_mutex_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_standard_b60_1778837918.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_severe_b60_1778837937.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_direct_mutex_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_severe_b60_1778837937.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_severe_b60_1778837937.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_direct_mutex_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_direct_mutex_severe_b60_1778837937.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_critical_b60_1778838425.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_critical_b60_1778838425.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_critical_b60_1778838425.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_critical_b60_1778838425.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_standard_b60_1778838277.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_handoff_invariant_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_standard_b60_1778838277.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_standard_b60_1778838277.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_handoff_invariant_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_standard_b60_1778838277.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_severe_b60_1778838295.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_handoff_invariant_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_severe_b60_1778838295.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_severe_b60_1778838295.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_handoff_invariant_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_handoff_invariant_severe_b60_1778838295.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_critical_b60_1778838553.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_critical_b60_1778838553.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_critical_b60_1778838553.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_critical_b60_1778838553.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_standard_b60_1778838477.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_temporal_gate_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_standard_b60_1778838477.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_standard_b60_1778838477.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_temporal_gate_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_standard_b60_1778838477.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_severe_b60_1778838520.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_temporal_gate_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_severe_b60_1778838520.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_severe_b60_1778838520.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/known_invalid_fallback/battle_inject_memory_stress_temporal_gate_severe_directsubgraphnaive_relation_first_severitygrid_cuad_bgb_2size_b60_bgb14_temporal_gate_severe_b60_1778838520.partial.json	known invalid fallback: requested BGB-14 resolved to actual 3-node SCC
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_bgb25_condition_trigger_critical_b60_1778900897.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_bgb25_condition_trigger_critical_b60_1778900897.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_bgb25_condition_trigger_critical_b60_1778900897.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_bgb25_condition_trigger_critical_b60_1778900897.partial.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad25_condition_trigger_critical_b60_1778900971.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad25_condition_trigger_critical_b60_1778900971.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad25_condition_trigger_critical_b60_1778900971.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad25_condition_trigger_critical_b60_1778900971.partial.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad34_condition_trigger_critical_b60_1778900973.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad34_condition_trigger_critical_b60_1778900973.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad34_condition_trigger_critical_b60_1778900973.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad34_condition_trigger_critical_b60_1778900973.partial.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_debian12_condition_trigger_critical_b60_1778901051.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_debian12_condition_trigger_critical_b60_1778901051.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_debian12_condition_trigger_critical_b60_1778901051.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_debian12_condition_trigger_critical_b60_1778901051.partial.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_sec_ex2118_condition_trigger_critical_b60_1778901063.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_sec_ex2118_condition_trigger_critical_b60_1778901063.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_sec_ex2118_condition_trigger_critical_b60_1778901063.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_sec_ex2118_condition_trigger_critical_b60_1778901063.partial.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_bgb25_direct_mutex_critical_b60_1778900897.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_bgb25_direct_mutex_critical_b60_1778900897.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_bgb25_direct_mutex_critical_b60_1778900897.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_bgb25_direct_mutex_critical_b60_1778900897.partial.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad25_direct_mutex_critical_b60_1778900898.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad25_direct_mutex_critical_b60_1778900898.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad25_direct_mutex_critical_b60_1778900898.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad25_direct_mutex_critical_b60_1778900898.partial.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad34_direct_mutex_critical_b60_1778900971.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_compression/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_samcgsonly_relation_first_compression_profile_sweep_b60_aggressive_cuad34_direct_mutex_critical_b60_1778900971.json	old non-net compression profile sweep; replaced by compression_profile_sweep_b60_net
