variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file
Monotone core,monotone-core,31_cuad25_scc_17_handoff_invariant,31,cuad,scc_17,25,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.76,6,59,71,327726,274.9661490917206,19,16,13,5,55,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/31_cuad25_scc_17_handoff_invariant__monotone-core.json
No OC/core signal,no-oc-core-signal,31_cuad25_scc_17_handoff_invariant,31,cuad,scc_17,25,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.52,12,60,71,317292,276.85793709754944,19,17,11,2,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/31_cuad25_scc_17_handoff_invariant__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,31_cuad25_scc_17_handoff_invariant,31,cuad,scc_17,25,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.52,12,60,66,288048,260.29878997802734,19,20,13,2,44,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/31_cuad25_scc_17_handoff_invariant__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,32_cuad25_scc_17_temporal_gate,32,cuad,scc_17,25,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.52,12,,,,356.59743785858154,18,22,10,4,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/32_cuad25_scc_17_temporal_gate__full-sa-mcgs-locked.json
Monotone core,monotone-core,32_cuad25_scc_17_temporal_gate,32,cuad,scc_17,25,cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.92,2,60,73,320385,298.44439792633057,19,23,8,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/32_cuad25_scc_17_temporal_gate__monotone-core.json
No OC/core signal,no-oc-core-signal,32_cuad25_scc_17_temporal_gate,32,cuad,scc_17,25,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.52,12,60,72,313387,318.8599512577057,19,23,9,3,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/32_cuad25_scc_17_temporal_gate__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,32_cuad25_scc_17_temporal_gate,32,cuad,scc_17,25,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.52,12,60,70,295931,289.66372776031494,19,18,15,1,46,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/32_cuad25_scc_17_temporal_gate__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,33_cuad24_scc_21_condition_trigger,33,cuad,scc_21,24,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5416666666666667,11,,,,227.80019521713257,18,31,22,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/33_cuad24_scc_21_condition_trigger__full-sa-mcgs-locked.json
Monotone core,monotone-core,33_cuad24_scc_21_condition_trigger,33,cuad,scc_21,24,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.625,9,60,62,197683,190.2982349395752,19,19,22,2,56,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/33_cuad24_scc_21_condition_trigger__monotone-core.json
No OC/core signal,no-oc-core-signal,33_cuad24_scc_21_condition_trigger,33,cuad,scc_21,24,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.5416666666666667,11,60,60,195511,162.8485231399536,19,27,27,4,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/33_cuad24_scc_21_condition_trigger__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,33_cuad24_scc_21_condition_trigger,33,cuad,scc_21,24,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.5416666666666667,11,60,62,196803,227.5687849521637,19,23,26,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/33_cuad24_scc_21_condition_trigger__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,34_cuad24_scc_21_handoff_invariant,34,cuad,scc_21,24,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5416666666666667,11,,,,261.7561538219452,18,22,25,8,56,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/34_cuad24_scc_21_handoff_invariant__full-sa-mcgs-locked.json
Monotone core,monotone-core,34_cuad24_scc_21_handoff_invariant,34,cuad,scc_21,24,cuad_handoff_invariant_payment_status_critical,False,True,False,False,0.8333333333333334,4,60,61,195458,203.65605664253235,19,27,28,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/34_cuad24_scc_21_handoff_invariant__monotone-core.json
No OC/core signal,no-oc-core-signal,34_cuad24_scc_21_handoff_invariant,34,cuad,scc_21,24,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.5416666666666667,11,60,60,188540,178.03971791267395,19,22,32,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/34_cuad24_scc_21_handoff_invariant__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,34_cuad24_scc_21_handoff_invariant,34,cuad,scc_21,24,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5416666666666667,11,57,57,177122,203.5632700920105,19,24,25,5,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/34_cuad24_scc_21_handoff_invariant__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,35_cuad24_scc_21_temporal_gate,35,cuad,scc_21,24,cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.5416666666666667,11,,,,261.71732902526855,18,24,32,3,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/35_cuad24_scc_21_temporal_gate__full-sa-mcgs-locked.json
Monotone core,monotone-core,35_cuad24_scc_21_temporal_gate,35,cuad,scc_21,24,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.8333333333333334,4,60,60,191882,191.48104691505432,19,24,33,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/35_cuad24_scc_21_temporal_gate__monotone-core.json
No OC/core signal,no-oc-core-signal,35_cuad24_scc_21_temporal_gate,35,cuad,scc_21,24,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5416666666666667,11,60,61,198679,195.8136739730835,19,23,33,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/35_cuad24_scc_21_temporal_gate__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,35_cuad24_scc_21_temporal_gate,35,cuad,scc_21,24,cuad_temporal_notice_receipt_gate_critical,False,False,True,True,0.5416666666666667,11,60,60,194386,167.40159606933594,19,31,18,3,43,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/35_cuad24_scc_21_temporal_gate__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.55,9,,,,441.9958658218384,18,29,5,1,45,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/36_cuad20_scc_28_condition_trigger__full-sa-mcgs-locked.json
Monotone core,monotone-core,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.7,6,60,62,275662,190.92680501937866,19,26,6,44,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/36_cuad20_scc_28_condition_trigger__monotone-core.json
No OC/core signal,no-oc-core-signal,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.55,9,60,62,280193,203.10852789878845,19,22,8,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/36_cuad20_scc_28_condition_trigger__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.55,9,60,61,273107,194.83984088897705,19,24,8,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/36_cuad20_scc_28_condition_trigger__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.55,9,,,,326.5590741634369,18,23,8,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/37_cuad20_scc_28_handoff_invariant__full-sa-mcgs-locked.json
Monotone core,monotone-core,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.8,4,60,62,275519,202.5382752418518,19,22,8,34,41,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/37_cuad20_scc_28_handoff_invariant__monotone-core.json
No OC/core signal,no-oc-core-signal,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.55,9,60,64,286666,202.4018750190735,19,26,2,12,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/37_cuad20_scc_28_handoff_invariant__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.55,9,60,68,299346,260.3534529209137,19,27,6,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/37_cuad20_scc_28_handoff_invariant__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.55,9,,,,453.64094614982605,18,21,8,1,13,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/38_cuad20_scc_28_temporal_gate__full-sa-mcgs-locked.json
Monotone core,monotone-core,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.65,7,60,62,275551,200.17453384399414,19,29,2,42,45,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/38_cuad20_scc_28_temporal_gate__monotone-core.json
No OC/core signal,no-oc-core-signal,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.55,9,60,60,266209,187.98409485816956,19,27,4,42,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/38_cuad20_scc_28_temporal_gate__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,False,True,True,0.55,9,60,66,288940,220.4404752254486,19,25,4,35,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/38_cuad20_scc_28_temporal_gate__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,18,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,9,,,,199.3287181854248,18,20,11,7,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/39_sec_ex2118_scc_1_handoff_invariant__full-sa-mcgs-locked.json
Monotone core,monotone-core,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,18,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.7222222222222222,5,60,60,116263,399.7187819480896,19,27,9,2,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/39_sec_ex2118_scc_1_handoff_invariant__monotone-core.json
No OC/core signal,no-oc-core-signal,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,18,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,9,60,61,115653,126.58072590827942,19,19,12,2,22,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/39_sec_ex2118_scc_1_handoff_invariant__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,18,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,9,57,57,106646,444.40564918518066,19,17,11,2,38,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/39_sec_ex2118_scc_1_handoff_invariant__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,18,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,9,,,,189.38780784606934,18,21,6,6,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/40_sec_ex2118_scc_7_temporal_gate__full-sa-mcgs-locked.json
Monotone core,monotone-core,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,10,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.8,2,58,58,87960,431.76066517829895,19,8,0,1,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/40_sec_ex2118_scc_7_temporal_gate__monotone-core.json
No OC/core signal,no-oc-core-signal,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,10,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,5,58,58,87930,446.19549012184143,19,7,0,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/40_sec_ex2118_scc_7_temporal_gate__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,10,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,5,57,58,86173,167.90714502334595,19,9,0,1,31,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/40_sec_ex2118_scc_7_temporal_gate__no-pair-closure-final-core.json
