variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file,subset,canonical_scc_size,canonical_scc_size_bin,canonical_domain,canonical_scc_id,canonical_template,canonical_case_order
Random local-window selection,random-local-window-selection,25_cuad28_scc_39_handoff_invariant,25,cuad,scc_39,28,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5357142857142857,13,60,62,214204,191.0208239555359,0,25,15,4,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/25_cuad28_scc_39_handoff_invariant__random-local-window-selection.json,long20,28,large (20-34),cuad,scc_39,cuad_handoff_invariant_payment_status_critical,25
Full SA-MCGS (locked main),full-sa-mcgs-locked,26_cuad28_scc_39_temporal_gate,26,cuad,scc_39,28,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.5357142857142857,13,,,,207.99131202697754,18,22,14,5,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/26_cuad28_scc_39_temporal_gate__full-sa-mcgs-locked.json,long20,28,large (20-34),cuad,scc_39,cuad_temporal_notice_receipt_gate_critical,26
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,26_cuad28_scc_39_temporal_gate,26,cuad,scc_39,28,cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.8214285714285714,5,60,60,217873,171.79321217536926,19,0,0,50,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/26_cuad28_scc_39_temporal_gate__no-critical-pair-ledger-revisit.json,long20,28,large (20-34),cuad,scc_39,cuad_temporal_notice_receipt_gate_critical,26
No relation-first memory,no-relation-first-memory,26_cuad28_scc_39_temporal_gate,26,cuad,scc_39,28,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.5357142857142857,13,60,61,222328,190.60420489311218,0,38,8,8,37,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/26_cuad28_scc_39_temporal_gate__no-relation-first-memory.json,long20,28,large (20-34),cuad,scc_39,cuad_temporal_notice_receipt_gate_critical,26
Random local-window selection,random-local-window-selection,26_cuad28_scc_39_temporal_gate,26,cuad,scc_39,28,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5357142857142857,13,60,61,217100,170.1279890537262,0,36,10,1,21,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/26_cuad28_scc_39_temporal_gate__random-local-window-selection.json,long20,28,large (20-34),cuad,scc_39,cuad_temporal_notice_receipt_gate_critical,26
Full SA-MCGS (locked main),full-sa-mcgs-locked,27_bgb25_scc_3_condition_trigger,27,bgb,scc_3,25,bgb_condition_trigger_pending_notice_critical,False,False,True,False,0.52,12,,,,191.78118419647217,18,25,6,3,13,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/27_bgb25_scc_3_condition_trigger__full-sa-mcgs-locked.json,long20,25,large (20-34),bgb,scc_3,bgb_condition_trigger_pending_notice_critical,27
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,27_bgb25_scc_3_condition_trigger,27,bgb,scc_3,25,bgb_condition_trigger_pending_notice_critical,False,False,False,False,0.64,9,60,61,238581,148.64612984657288,19,0,0,9,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/27_bgb25_scc_3_condition_trigger__no-critical-pair-ledger-revisit.json,long20,25,large (20-34),bgb,scc_3,bgb_condition_trigger_pending_notice_critical,27
No relation-first memory,no-relation-first-memory,27_bgb25_scc_3_condition_trigger,27,bgb,scc_3,25,bgb_condition_trigger_pending_notice_critical,False,True,True,False,0.52,12,60,60,216700,142.279372215271,0,32,7,23,33,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/27_bgb25_scc_3_condition_trigger__no-relation-first-memory.json,long20,25,large (20-34),bgb,scc_3,bgb_condition_trigger_pending_notice_critical,27
Random local-window selection,random-local-window-selection,27_bgb25_scc_3_condition_trigger,27,bgb,scc_3,25,bgb_condition_trigger_pending_notice_critical,False,False,True,True,0.52,12,60,60,218568,138.10357809066772,0,33,4,3,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/27_bgb25_scc_3_condition_trigger__random-local-window-selection.json,long20,25,large (20-34),bgb,scc_3,bgb_condition_trigger_pending_notice_critical,27
Full SA-MCGS (locked main),full-sa-mcgs-locked,28_bgb25_scc_3_handoff_invariant,28,bgb,scc_3,25,bgb_handoff_invariant_cure_class_critical,False,True,True,False,0.52,12,,,,272.30370688438416,18,23,8,4,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/28_bgb25_scc_3_handoff_invariant__full-sa-mcgs-locked.json,long20,25,large (20-34),bgb,scc_3,bgb_handoff_invariant_cure_class_critical,28
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,28_bgb25_scc_3_handoff_invariant,28,bgb,scc_3,25,bgb_handoff_invariant_cure_class_critical,False,True,False,False,0.84,4,60,60,239203,135.21258282661438,19,0,0,8,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/28_bgb25_scc_3_handoff_invariant__no-critical-pair-ledger-revisit.json,long20,25,large (20-34),bgb,scc_3,bgb_handoff_invariant_cure_class_critical,28
No relation-first memory,no-relation-first-memory,28_bgb25_scc_3_handoff_invariant,28,bgb,scc_3,25,bgb_handoff_invariant_cure_class_critical,False,True,True,False,0.52,12,59,60,213435,146.1838400363922,0,27,6,8,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/28_bgb25_scc_3_handoff_invariant__no-relation-first-memory.json,long20,25,large (20-34),bgb,scc_3,bgb_handoff_invariant_cure_class_critical,28
Random local-window selection,random-local-window-selection,28_bgb25_scc_3_handoff_invariant,28,bgb,scc_3,25,bgb_handoff_invariant_cure_class_critical,False,True,True,True,0.52,12,60,61,215854,146.6965959072113,0,33,4,3,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/28_bgb25_scc_3_handoff_invariant__random-local-window-selection.json,long20,25,large (20-34),bgb,scc_3,bgb_handoff_invariant_cure_class_critical,28
Full SA-MCGS (locked main),full-sa-mcgs-locked,29_bgb25_scc_3_temporal_gate,29,bgb,scc_3,25,bgb_temporal_grace_period_gate_critical,False,False,True,False,0.52,12,,,,253.14490604400635,18,33,1,2,15,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/29_bgb25_scc_3_temporal_gate__full-sa-mcgs-locked.json,long20,25,large (20-34),bgb,scc_3,bgb_temporal_grace_period_gate_critical,29
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,29_bgb25_scc_3_temporal_gate,29,bgb,scc_3,25,bgb_temporal_grace_period_gate_critical,False,True,True,False,0.76,6,60,60,238874,129.80502128601074,19,0,0,32,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/29_bgb25_scc_3_temporal_gate__no-critical-pair-ledger-revisit.json,long20,25,large (20-34),bgb,scc_3,bgb_temporal_grace_period_gate_critical,29
No relation-first memory,no-relation-first-memory,29_bgb25_scc_3_temporal_gate,29,bgb,scc_3,25,bgb_temporal_grace_period_gate_critical,False,True,True,True,0.52,12,60,60,217277,139.73804903030396,0,33,9,5,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/29_bgb25_scc_3_temporal_gate__no-relation-first-memory.json,long20,25,large (20-34),bgb,scc_3,bgb_temporal_grace_period_gate_critical,29
Random local-window selection,random-local-window-selection,29_bgb25_scc_3_temporal_gate,29,bgb,scc_3,25,bgb_temporal_grace_period_gate_critical,False,True,True,False,0.52,12,60,60,214642,127.72608304023743,0,29,4,2,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/29_bgb25_scc_3_temporal_gate__random-local-window-selection.json,long20,25,large (20-34),bgb,scc_3,bgb_temporal_grace_period_gate_critical,29
Full SA-MCGS (locked main),full-sa-mcgs-locked,30_cuad25_scc_17_condition_trigger,30,cuad,scc_17,25,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.52,12,,,,382.6533818244934,18,23,9,5,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/30_cuad25_scc_17_condition_trigger__full-sa-mcgs-locked.json,long20,25,large (20-34),cuad,scc_17,cuad_condition_trigger_unconfirmed_exception_critical,30
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,30_cuad25_scc_17_condition_trigger,30,cuad,scc_17,25,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.8,5,60,75,330418,315.69536995887756,19,0,0,2,44,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/30_cuad25_scc_17_condition_trigger__no-critical-pair-ledger-revisit.json,long20,25,large (20-34),cuad,scc_17,cuad_condition_trigger_unconfirmed_exception_critical,30
No relation-first memory,no-relation-first-memory,30_cuad25_scc_17_condition_trigger,30,cuad,scc_17,25,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.52,12,60,70,305023,259.9295709133148,0,29,10,2,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/30_cuad25_scc_17_condition_trigger__no-relation-first-memory.json,long20,25,large (20-34),cuad,scc_17,cuad_condition_trigger_unconfirmed_exception_critical,30
Random local-window selection,random-local-window-selection,30_cuad25_scc_17_condition_trigger,30,cuad,scc_17,25,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.52,12,60,67,283418,244.60901713371277,0,29,12,3,18,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/30_cuad25_scc_17_condition_trigger__random-local-window-selection.json,long20,25,large (20-34),cuad,scc_17,cuad_condition_trigger_unconfirmed_exception_critical,30
Full SA-MCGS (locked main),full-sa-mcgs-locked,31_cuad25_scc_17_handoff_invariant,31,cuad,scc_17,25,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.52,12,,,,371.7752249240875,18,21,12,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/31_cuad25_scc_17_handoff_invariant__full-sa-mcgs-locked.json,long20,25,large (20-34),cuad,scc_17,cuad_handoff_invariant_payment_status_critical,31
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,31_cuad25_scc_17_handoff_invariant,31,cuad,scc_17,25,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.84,4,60,68,291048,253.2497329711914,19,0,0,1,45,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/31_cuad25_scc_17_handoff_invariant__no-critical-pair-ledger-revisit.json,long20,25,large (20-34),cuad,scc_17,cuad_handoff_invariant_payment_status_critical,31
No relation-first memory,no-relation-first-memory,31_cuad25_scc_17_handoff_invariant,31,cuad,scc_17,25,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.52,12,60,71,323371,326.0967240333557,0,35,9,3,15,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/31_cuad25_scc_17_handoff_invariant__no-relation-first-memory.json,long20,25,large (20-34),cuad,scc_17,cuad_handoff_invariant_payment_status_critical,31
Random local-window selection,random-local-window-selection,31_cuad25_scc_17_handoff_invariant,31,cuad,scc_17,25,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.52,12,60,69,301844,275.77211594581604,0,27,13,3,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/31_cuad25_scc_17_handoff_invariant__random-local-window-selection.json,long20,25,large (20-34),cuad,scc_17,cuad_handoff_invariant_payment_status_critical,31
Full SA-MCGS (locked main),full-sa-mcgs-locked,32_cuad25_scc_17_temporal_gate,32,cuad,scc_17,25,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.52,12,,,,356.59743785858154,18,22,10,4,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/32_cuad25_scc_17_temporal_gate__full-sa-mcgs-locked.json,long20,25,large (20-34),cuad,scc_17,cuad_temporal_notice_receipt_gate_critical,32
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,32_cuad25_scc_17_temporal_gate,32,cuad,scc_17,25,cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.92,2,60,69,293085,286.52277183532715,19,0,0,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/32_cuad25_scc_17_temporal_gate__no-critical-pair-ledger-revisit.json,long20,25,large (20-34),cuad,scc_17,cuad_temporal_notice_receipt_gate_critical,32
No relation-first memory,no-relation-first-memory,32_cuad25_scc_17_temporal_gate,32,cuad,scc_17,25,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.52,12,60,70,310918,277.8836159706116,0,31,11,1,20,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/32_cuad25_scc_17_temporal_gate__no-relation-first-memory.json,long20,25,large (20-34),cuad,scc_17,cuad_temporal_notice_receipt_gate_critical,32
Random local-window selection,random-local-window-selection,32_cuad25_scc_17_temporal_gate,32,cuad,scc_17,25,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.52,12,60,65,277743,234.40924286842346,0,33,9,3,22,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/32_cuad25_scc_17_temporal_gate__random-local-window-selection.json,long20,25,large (20-34),cuad,scc_17,cuad_temporal_notice_receipt_gate_critical,32
Full SA-MCGS (locked main),full-sa-mcgs-locked,33_cuad24_scc_21_condition_trigger,33,cuad,scc_21,24,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5416666666666667,11,,,,227.80019521713257,18,31,22,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/33_cuad24_scc_21_condition_trigger__full-sa-mcgs-locked.json,long20,24,large (20-34),cuad,scc_21,cuad_condition_trigger_unconfirmed_exception_critical,33
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,33_cuad24_scc_21_condition_trigger,33,cuad,scc_21,24,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.875,3,60,60,193827,161.69757890701294,19,0,0,1,59,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/33_cuad24_scc_21_condition_trigger__no-critical-pair-ledger-revisit.json,long20,24,large (20-34),cuad,scc_21,cuad_condition_trigger_unconfirmed_exception_critical,33
No relation-first memory,no-relation-first-memory,33_cuad24_scc_21_condition_trigger,33,cuad,scc_21,24,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.5416666666666667,11,60,61,195124,173.9358470439911,0,46,21,3,20,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/33_cuad24_scc_21_condition_trigger__no-relation-first-memory.json,long20,24,large (20-34),cuad,scc_21,cuad_condition_trigger_unconfirmed_exception_critical,33
Random local-window selection,random-local-window-selection,33_cuad24_scc_21_condition_trigger,33,cuad,scc_21,24,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.5416666666666667,11,60,60,192506,159.65592002868652,0,44,25,17,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/33_cuad24_scc_21_condition_trigger__random-local-window-selection.json,long20,24,large (20-34),cuad,scc_21,cuad_condition_trigger_unconfirmed_exception_critical,33
Full SA-MCGS (locked main),full-sa-mcgs-locked,34_cuad24_scc_21_handoff_invariant,34,cuad,scc_21,24,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5416666666666667,11,,,,261.7561538219452,18,22,25,8,56,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/34_cuad24_scc_21_handoff_invariant__full-sa-mcgs-locked.json,long20,24,large (20-34),cuad,scc_21,cuad_handoff_invariant_payment_status_critical,34
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,34_cuad24_scc_21_handoff_invariant,34,cuad,scc_21,24,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.7916666666666666,5,60,63,205644,208.1670138835907,19,0,0,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/34_cuad24_scc_21_handoff_invariant__no-critical-pair-ledger-revisit.json,long20,24,large (20-34),cuad,scc_21,cuad_handoff_invariant_payment_status_critical,34
No relation-first memory,no-relation-first-memory,34_cuad24_scc_21_handoff_invariant,34,cuad,scc_21,24,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.5416666666666667,11,60,61,195080,167.72210001945496,0,45,17,4,23,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/34_cuad24_scc_21_handoff_invariant__no-relation-first-memory.json,long20,24,large (20-34),cuad,scc_21,cuad_handoff_invariant_payment_status_critical,34
Random local-window selection,random-local-window-selection,34_cuad24_scc_21_handoff_invariant,34,cuad,scc_21,24,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.5416666666666667,11,60,64,205258,195.48289895057678,0,42,17,11,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/34_cuad24_scc_21_handoff_invariant__random-local-window-selection.json,long20,24,large (20-34),cuad,scc_21,cuad_handoff_invariant_payment_status_critical,34
Full SA-MCGS (locked main),full-sa-mcgs-locked,35_cuad24_scc_21_temporal_gate,35,cuad,scc_21,24,cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.5416666666666667,11,,,,261.71732902526855,18,24,32,3,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/35_cuad24_scc_21_temporal_gate__full-sa-mcgs-locked.json,long20,24,large (20-34),cuad,scc_21,cuad_temporal_notice_receipt_gate_critical,35
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,35_cuad24_scc_21_temporal_gate,35,cuad,scc_21,24,cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.875,3,60,61,193635,179.10073685646057,19,0,0,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/35_cuad24_scc_21_temporal_gate__no-critical-pair-ledger-revisit.json,long20,24,large (20-34),cuad,scc_21,cuad_temporal_notice_receipt_gate_critical,35
No relation-first memory,no-relation-first-memory,35_cuad24_scc_21_temporal_gate,35,cuad,scc_21,24,cuad_temporal_notice_receipt_gate_critical,False,True,False,False,0.5416666666666667,11,60,60,190898,159.66404914855957,0,38,25,7,24,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/35_cuad24_scc_21_temporal_gate__no-relation-first-memory.json,long20,24,large (20-34),cuad,scc_21,cuad_temporal_notice_receipt_gate_critical,35
Random local-window selection,random-local-window-selection,35_cuad24_scc_21_temporal_gate,35,cuad,scc_21,24,cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.5416666666666667,11,60,62,197804,190.26891112327576,0,44,19,9,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/35_cuad24_scc_21_temporal_gate__random-local-window-selection.json,long20,24,large (20-34),cuad,scc_21,cuad_temporal_notice_receipt_gate_critical,35
Full SA-MCGS (locked main),full-sa-mcgs-locked,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.55,9,,,,441.9958658218384,18,29,5,1,45,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/36_cuad20_scc_28_condition_trigger__full-sa-mcgs-locked.json,long20,20,large (20-34),cuad,scc_28,cuad_condition_trigger_unconfirmed_exception_critical,36
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.75,5,60,63,277570,229.56232595443726,19,0,0,42,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/36_cuad20_scc_28_condition_trigger__no-critical-pair-ledger-revisit.json,long20,20,large (20-34),cuad,scc_28,cuad_condition_trigger_unconfirmed_exception_critical,36
No relation-first memory,no-relation-first-memory,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.55,9,60,62,284616,197.0431318283081,0,29,7,9,14,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/36_cuad20_scc_28_condition_trigger__no-relation-first-memory.json,long20,20,large (20-34),cuad,scc_28,cuad_condition_trigger_unconfirmed_exception_critical,36
Random local-window selection,random-local-window-selection,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.55,9,60,66,289756,229.77579593658447,0,28,5,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/36_cuad20_scc_28_condition_trigger__random-local-window-selection.json,long20,20,large (20-34),cuad,scc_28,cuad_condition_trigger_unconfirmed_exception_critical,36
Full SA-MCGS (locked main),full-sa-mcgs-locked,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.55,9,,,,326.5590741634369,18,23,8,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/37_cuad20_scc_28_handoff_invariant__full-sa-mcgs-locked.json,long20,20,large (20-34),cuad,scc_28,cuad_handoff_invariant_payment_status_critical,37
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.7,6,60,61,271655,188.3040108680725,19,0,0,38,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/37_cuad20_scc_28_handoff_invariant__no-critical-pair-ledger-revisit.json,long20,20,large (20-34),cuad,scc_28,cuad_handoff_invariant_payment_status_critical,37
No relation-first memory,no-relation-first-memory,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.55,9,60,63,289811,210.56378388404846,0,33,3,5,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/37_cuad20_scc_28_handoff_invariant__no-relation-first-memory.json,long20,20,large (20-34),cuad,scc_28,cuad_handoff_invariant_payment_status_critical,37
Random local-window selection,random-local-window-selection,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.55,9,60,63,271136,224.59665298461914,0,31,3,10,14,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/37_cuad20_scc_28_handoff_invariant__random-local-window-selection.json,long20,20,large (20-34),cuad,scc_28,cuad_handoff_invariant_payment_status_critical,37
Full SA-MCGS (locked main),full-sa-mcgs-locked,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.55,9,,,,453.64094614982605,18,21,8,1,13,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/38_cuad20_scc_28_temporal_gate__full-sa-mcgs-locked.json,long20,20,large (20-34),cuad,scc_28,cuad_temporal_notice_receipt_gate_critical,38
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,False,False,False,0.85,3,60,65,287496,331.40913701057434,19,0,0,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/38_cuad20_scc_28_temporal_gate__no-critical-pair-ledger-revisit.json,long20,20,large (20-34),cuad,scc_28,cuad_temporal_notice_receipt_gate_critical,38
