variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file
Random local-window selection,random-local-window-selection,70_sec_ex2111_scc_4_condition_trigger,70,sec_ex21,scc_4,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,6,58,58,88101,119.87714505195618,0,17,2,3,12,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/70_sec_ex2111_scc_4_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,71_sec_ex2111_scc_7_handoff_invariant,71,sec_ex21,scc_7,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5454545454545454,5,,,,179.24570298194885,18,12,4,2,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/71_sec_ex2111_scc_7_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,71_sec_ex2111_scc_7_handoff_invariant,71,sec_ex21,scc_7,10,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.7,3,60,60,91913,109.3936288356781,19,0,0,1,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/71_sec_ex2111_scc_7_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,71_sec_ex2111_scc_7_handoff_invariant,71,sec_ex21,scc_7,10,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,5,60,60,91914,105.80671882629395,0,10,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/71_sec_ex2111_scc_7_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,71_sec_ex2111_scc_7_handoff_invariant,71,sec_ex21,scc_7,10,sec_handoff_invariant_control_basis_critical,False,True,True,False,0.5,5,51,51,76995,113.98816180229187,0,8,0,1,12,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/71_sec_ex2111_scc_7_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,72_sec_ex2110_scc_2_condition_trigger,72,sec_ex21,scc_2,10,sec_condition_trigger_unfiled_amendment_critical,False,True,True,False,0.5,5,,,,155.39109206199646,18,9,1,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/72_sec_ex2110_scc_2_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,72_sec_ex2110_scc_2_condition_trigger,72,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.7272727272727273,3,60,60,121126,125.24231123924255,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/72_sec_ex2110_scc_2_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,72_sec_ex2110_scc_2_condition_trigger,72,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5454545454545454,5,60,60,120969,134.1696698665619,0,29,3,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/72_sec_ex2110_scc_2_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,72_sec_ex2110_scc_2_condition_trigger,72,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,False,0.5454545454545454,5,60,60,119077,127.65799307823181,0,31,2,1,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/72_sec_ex2110_scc_2_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,73_sec_ex2110_scc_2_temporal_gate,73,sec_ex21,scc_2,10,sec_temporal_quarter_close_gate_critical,False,True,True,False,0.5,5,,,,135.00312876701355,18,8,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/73_sec_ex2110_scc_2_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,73_sec_ex2110_scc_2_temporal_gate,73,sec_ex21,scc_2,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.6363636363636364,4,59,59,121181,128.3865978717804,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/73_sec_ex2110_scc_2_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,73_sec_ex2110_scc_2_temporal_gate,73,sec_ex21,scc_2,11,sec_temporal_quarter_close_gate_critical,False,True,True,False,0.5454545454545454,5,59,59,112988,115.7960569858551,0,33,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/73_sec_ex2110_scc_2_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,73_sec_ex2110_scc_2_temporal_gate,73,sec_ex21,scc_2,11,sec_temporal_quarter_close_gate_critical,False,True,True,False,0.5454545454545454,5,60,60,116892,114.11967301368713,0,30,2,2,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/73_sec_ex2110_scc_2_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,74_sec_ex2110_scc_5_handoff_invariant,74,sec_ex21,scc_5,10,sec_handoff_invariant_control_basis_critical,False,True,True,False,0.5,5,,,,140.745609998703,18,8,1,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/74_sec_ex2110_scc_5_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,74_sec_ex2110_scc_5_handoff_invariant,74,sec_ex21,scc_5,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.6363636363636364,4,59,60,95583,128.45436310768127,19,0,0,2,14,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/74_sec_ex2110_scc_5_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,74_sec_ex2110_scc_5_handoff_invariant,74,sec_ex21,scc_5,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5454545454545454,5,57,57,86279,107.48616075515747,0,14,2,3,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/74_sec_ex2110_scc_5_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,74_sec_ex2110_scc_5_handoff_invariant,74,sec_ex21,scc_5,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5454545454545454,5,57,57,89620,110.81023120880127,0,17,6,1,39,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/74_sec_ex2110_scc_5_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,75_bgb9_scc_7_condition_trigger,75,bgb,scc_7,9,bgb_condition_trigger_pending_notice_critical,False,True,True,False,0.4444444444444444,5,,,,254.7003529071808,18,15,1,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/75_bgb9_scc_7_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,75_bgb9_scc_7_condition_trigger,75,bgb,scc_7,9,bgb_condition_trigger_pending_notice_critical,False,True,True,False,0.6666666666666667,3,55,56,189063,152.81942915916443,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/75_bgb9_scc_7_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,75_bgb9_scc_7_condition_trigger,75,bgb,scc_7,9,bgb_condition_trigger_pending_notice_critical,False,True,True,True,0.4444444444444444,5,57,57,191051,142.8335828781128,0,18,0,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/75_bgb9_scc_7_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,75_bgb9_scc_7_condition_trigger,75,bgb,scc_7,9,bgb_condition_trigger_pending_notice_critical,False,True,True,True,0.4444444444444444,5,56,58,190011,161.9609341621399,0,18,1,2,36,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/75_bgb9_scc_7_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,76_bgb9_scc_7_handoff_invariant,76,bgb,scc_7,9,bgb_handoff_invariant_cure_class_critical,False,False,True,True,0.4444444444444444,5,,,,250.99414706230164,18,16,1,5,48,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/76_bgb9_scc_7_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,76_bgb9_scc_7_handoff_invariant,76,bgb,scc_7,9,bgb_handoff_invariant_cure_class_critical,False,False,False,False,0.5555555555555556,4,55,55,187690,134.2799370288849,19,0,0,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/76_bgb9_scc_7_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,76_bgb9_scc_7_handoff_invariant,76,bgb,scc_7,9,bgb_handoff_invariant_cure_class_critical,False,True,True,True,0.4444444444444444,5,57,57,193317,155.40924906730652,0,16,0,3,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/76_bgb9_scc_7_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,76_bgb9_scc_7_handoff_invariant,76,bgb,scc_7,9,bgb_handoff_invariant_cure_class_critical,False,True,True,True,0.4444444444444444,5,59,59,196583,146.97444891929626,0,16,1,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/76_bgb9_scc_7_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,77_bgb9_scc_7_temporal_gate,77,bgb,scc_7,9,bgb_temporal_grace_period_gate_critical,False,True,True,True,0.4444444444444444,5,,,,236.33411192893982,18,17,2,12,24,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/77_bgb9_scc_7_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,77_bgb9_scc_7_temporal_gate,77,bgb,scc_7,9,bgb_temporal_grace_period_gate_critical,False,False,True,False,0.5555555555555556,4,55,55,190461,154.4865231513977,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/77_bgb9_scc_7_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,77_bgb9_scc_7_temporal_gate,77,bgb,scc_7,9,bgb_temporal_grace_period_gate_critical,False,True,True,True,0.4444444444444444,5,60,60,202974,148.1863250732422,0,18,1,3,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/77_bgb9_scc_7_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,77_bgb9_scc_7_temporal_gate,77,bgb,scc_7,9,bgb_temporal_grace_period_gate_critical,False,True,True,True,0.4444444444444444,5,59,59,195346,139.26656579971313,0,18,2,1,26,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/77_bgb9_scc_7_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,78_sec_ex219_scc_0_handoff_invariant,78,sec_ex21,scc_0,9,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.4444444444444444,5,,,,163.20630502700806,18,9,1,1,11,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/78_sec_ex219_scc_0_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,78_sec_ex219_scc_0_handoff_invariant,78,sec_ex21,scc_0,9,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.6666666666666667,3,56,56,86890,122.83772397041321,19,0,0,1,19,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/78_sec_ex219_scc_0_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,78_sec_ex219_scc_0_handoff_invariant,78,sec_ex21,scc_0,9,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.4444444444444444,5,57,57,85052,108.7917377948761,0,10,0,1,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/78_sec_ex219_scc_0_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,78_sec_ex219_scc_0_handoff_invariant,78,sec_ex21,scc_0,9,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.4444444444444444,5,50,50,76552,106.26972603797913,0,9,1,2,15,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/78_sec_ex219_scc_0_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,79_sec_ex219_scc_1_temporal_gate,79,sec_ex21,scc_1,9,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.4444444444444444,5,,,,185.22025084495544,18,11,0,1,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/79_sec_ex219_scc_1_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,79_sec_ex219_scc_1_temporal_gate,79,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5454545454545454,5,59,59,89799,120.63146996498108,19,0,0,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/79_sec_ex219_scc_1_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,79_sec_ex219_scc_1_temporal_gate,79,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5454545454545454,5,58,58,85370,102.70655179023743,0,11,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/79_sec_ex219_scc_1_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,79_sec_ex219_scc_1_temporal_gate,79,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5454545454545454,5,53,53,75531,106.10075902938843,0,13,0,2,18,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/79_sec_ex219_scc_1_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,80_sec_ex219_scc_6_condition_trigger,80,sec_ex21,scc_6,9,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.4444444444444444,5,,,,181.25031685829163,18,10,1,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/80_sec_ex219_scc_6_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,80_sec_ex219_scc_6_condition_trigger,80,sec_ex21,scc_6,18,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.7777777777777778,4,60,60,115830,114.28417491912842,19,0,0,1,37,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/80_sec_ex219_scc_6_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,80_sec_ex219_scc_6_condition_trigger,80,sec_ex21,scc_6,18,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,9,60,60,108276,109.16223907470703,0,24,10,1,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/80_sec_ex219_scc_6_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,80_sec_ex219_scc_6_condition_trigger,80,sec_ex21,scc_6,18,sec_condition_trigger_unfiled_amendment_critical,False,True,True,False,0.5,9,58,58,95668,103.82721996307373,0,16,13,2,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/80_sec_ex219_scc_6_condition_trigger__random-local-window-selection.json
